sentiment,text
-1,"@aplusk they have nudity in commercials in other countries, why are we so backwards in the US?  "
-1,"Just finished Outreach Com. Today is Yellow Day at VBS, 220 kids + leaders in Yellow Shirts-Fun! I didn't get the memo &amp; wore blue.   !"
-1,naww that movie is actually kinda sad 
1,"Masala Wok with @CabbyJames was awesome and enlightening, as always. Great to be back in Houston! "
-1,the albert heijn nearest to my house sucks!  almost all the good things were sold out.. is thuesday restock day? Maybe tomorrow is better!
1,"im up, straightening the hair "
1,@BrittanyASnow will u follow @natsha_x ? thanks hun 
-1,Also...how am I supposed to shower w/no shower curtain? The shower rod broke  I tried yest &amp; got water all over the floor lol
-1,Being bedridden is all the more depressing when you're forced to miss out on a night of hijinks. 
-1,my dog abandoned me this morning... 
1,@laurastylez SAVE ME!!! but wait only if it's worth leaving brooklyn 
1,@BrentO what about aPORKalype Now for the made for TV movie? 
1,update my picture 
-1,think city have given up!! 
1,@SparkPeople I plan to spend the weekend larping. Plenty of exercise! 
-1,@KMC1121 Hey good morning bud! I expect Twitter to pay a special Bday tribute 2 me  and work on ya vocals now #nofakery lol!
1,In Texas @ school again.. Nashville was way better than 7:30am class.. Juuuuuuust sayin. 
-1,@mileycyrus if you were with me you wouldn't be so 
1,@MsLaurenLondon One day I'm going to work with you... I really like and look up to you  Sincerely Mizz Nina E.
1,n now the game of how many clothes can i fit in my suitcase begins!!! ima win this time!!!!  lol... i kinda hate packing!!
-1,@luie01 not overly i can scrunch it so the curl is there. Still sat waiting 
1,@paulabdulfan Its Proper Cute!  Lol! =P
1,"@xo_mcflyandjb no hes not! ive got to keep telling myself hes going to say no bcoz then IF he says yes, it'll be a suprise  x"
-1,"and, where is the sun today? London sucks-bet it's sunny in Essex-wanna be back there "
-1,"@fabulousmscarr i was gonna see if we could shop then, i have to appliance shop tomorrow "
1,@cardiodoctor2be Great! Prob would be better if you were here 
1,bored! it's raining! boo! but it being friday makes it better! 
-1,Cyrket down 
1,"Getting ready for school... click my ads, everyone!  Tell me, and I'll click yours back! 8D"
1,@khali_blache Me too 
-1,"right in time for the mega event, my old etrex GPS gave up  #projectgame"
-1,"When someone says &quot;I had a nightmare about you&quot; I feel badass. &quot;Yeah, I'm the stuff nightmares are made of!&quot; ...Unless it was a sex dream "
-1,@Oparks5683 she was tryin not to be a bully...but this big black chick kept f*ckin with her and she pushe my Carly! 
1,@patricklanglois The Clash &amp; Phantom Planet! 
1,@popculturezoo good to know that the implosions aren't too much of a deterrent. LOL. Let me know if I can do anything to help out! 
1,Going To Go See My Younger Brother Whos Home For A Visit 
1,"@tommcfly oi,te amo *-* (u don't need google translate this time,did u ?  )"
-1,@ZRHERO Haha.. I would but it dsnt look good when its tiled.. 
1,@clairehearty Howdy 
-1,@iarerawbot sleep so early again ?  ahhaha
-1,my weekend was AMAZING!! wow! .. now back to work! 
1,@joycecutliff I'm 100% anti-religious so no blessings necessary. I actually enjoyed tweeting with you...even if you are a religious nut 
-1,Time to rally the troops for the indoor soccer game ... wish I could play 
1,@shereemcfly09 yeah its going to be freaking awesome  you upto much? LoveYouJonesy &lt;3 XxxX
-1,"Shopping , shopping , shopping all day with the boo , heading home now . Got a load of study waiting for me "
1,going to homework help night 
1,@KristiToliver Good luck! Strange to see you &amp; Marissa on different teams but we will all soldier on! 
-1,Public Enemies kayaknya kok gak maen on time ya di sini huks  can't hardly wait for it!!!!!!!
1,@rosaliiinda @highsongbird trynna do laundry in my bldg...dont want ass hangin out just in case a neighbor  comes out 
1,Wow I need to go see a chiropractor..my back hurts so bad..maybe tyler can help*wink wink* haha..but I get to see momma today  finally
1,Wooooo! About to party party at mi casita! 
-1,Nobody's textin me back....  Grrrr!
-1,...still can't get over the judge calling me an apple  raccoon eyes for the win from sunburn with shades on.
1,6 Days til DISNEY WORLD!!!!  YIPPEEE!!!
-1,"I miss my dog, I hope he likes his new home. "
1,"@Maiseyjon Haha, he'd just had the most soul-destroying day and wanted to pass out on my couch apparently! "
-1,I want a new piercing but I'm all out creative 1's something not too painfull 
-1,is heading to the big reunion dinner. Disappointed in a few folks who still live in town but aren't coming. 
1,"Naps are great when you're sick, but I feel like I lost a day....happy that I didn't "
1,@simoncurtis Yay Debby Ryan's bday party!! I Love @jennettemccurdy Whoop Whoop In&amp;Out after  Mrs.CJBaran&lt;3
1,@nedrie ROFLMAO! You buttmunch 
-1,The cuuuuuuuurrrrrssee! Nooooooooooooo Whhyyy?  TayHO
-1,thinking about getting dressed &amp; going to empty *everything* for artshows out of my probably totalled car 
-1,Can't sleep  Where is the off button on this damned thing?
-1,I gotta find better ways to work out...I need to lose weight 
-1,Just finished playing a KEYBOARD for the Mariner's awards....I strongly dislike playing keyboards and the back wrenching bench i sit on 
-1,i love the seventh book of harry potter!!!!  want to read it again but i dont the money to buy 
-1,wants to compete! i want hard competition! i want to rally. i want to feel the power coming out of the engine! i want to compete 
1,Ben Stiller and Owen Wilson are my favoritest actors ever... &lt;3 
-1,most of the tasks are done. Days are passing by so fast and it feels like nothing is being done ... well moving on to dev on wordpress 
-1,"how is it sum ppl r born famous, it comes easy to sum n others earn it, why cant i just be the 1 BORN famous? i dont no how to earn it "
-1,Got a sink full of dishes to do before I can go play 
1,@skrobertson Be Back In Fivee Maybe Ten 
-1,@Albinha26 Awe! U just blew me off!! I'm sad now 
-1,"I wanna do CG.How many days I haven't hold my tablet pen?  I wanna eat pizza,too."
1,@xDaisyLanex thank you 
-1,thinks she might really be getting sick...feel awful today...even though i was in bed by 9.  Need rest.
1,@ddlovato Is like the coolest person in this world and i dont even know her 
-1,Tie game again. 
1,@diana_music ooh nice! have a nice day  oh yeah.. northern ireland anytime soon ??  xxx
-1,O.MAI.GAD!!! I NEED TO BE WHERE PP IS NOW  AHH MASKED HONGKI MASKED JAEJIN MASKED JONGHUNMASKEDSEUNGHYUNMASKEDMINHWANOMIGADDD *SKILM*!!!
-1,"@SonyPlayStation dammit, that competition on the blog is causing the whole site to crash, i cant get my news "
-1,I had another mickey d's! 
1,"@dmitry i don't miss sports, either  (xbmc x3, tivo x3, myth x1, xbox360+netflix+streaming for me... might make the mac mini jump...)"
1,@Stephanally if he's still lazy to patch back.. den its ok lor dun bother.. 
1,@ArianeNovelli mir gehts auch gut  was machse soo?^^ listening to shakira-animal city -.-
1,@strategiclee just rebooted so only 5 
-1,Sad to be leaving sunny Destin.  
1,@juicystar007 Both of you 
-1,@Randy_Gage  I'm dragging that I missed the last tele-seminar 
-1,Why didn't I go to Virginia Beach instead of Memphis 
1,@imopclan stalked her ip &amp; myspace as well as royal pirates' and everything matched up. We're pretty sure she really is moonchul's sis 
-1,grrr.. twitter updates to mobile wont turn off 
1,"Hm, @moolcool just RickRoll'D me. Thanks mate, I felt like listening to a good song anyway. "
-1,just gona chill out for the night !!! might go for a run but it looks like it may rain 
-1,"working on saturday, "
1,I like when famous people follow all their followers back.  why can't more do it?
-1,@WendiTV - per pilot husband - locater does not work under water 
1,talking to abby 
1,@EconomicMayhem I'm a regular Subway (sandwich) passenger  One near Hyewha Rotory/Sungkyunkwan University bus stop
1,"@ashleyisrad YESSSS  if i could get in, you can, lol. omg, i want you to go to one of those. they're both amazing."
-1,"@JofArnold The writer had actually contacted me for the article, but Gmail put it in my spam box. "
-1,@Katizzle hehe yeah! but too late hun 
-1,@viaaubrey ahahaa! I hate when creepers try to follow me.  I've had the same girl try to follow me three times in like 2 days. sick
1,"@emzi_x i like a bit of everything, itunes has every genre in it  but i like just the general stuff in the charts!"
1,@iLLBLvnDW4Evr32 I don't think I have you on myspace ... I need your linky-poo  lol
-1,facebook is beign a bookface and wont upload my photos from musical camp  It says &quot;Page load error: there is no data in this script&quot; Pssh!
1,playing wow a bit ...The effect stinker has on black cats is awesome  http://www.wowwiki.com/Stinker
-1,My house is for sale: http://bit.ly/k8idQ     
-1,@jeannysd ..and frickin threw up!! effin horrible  btw we need girl qt SOON.. my heart is aching =/
-1,"Off to Woodstock city council at 7-- no WiFI there, so I can't tweet... "
1,"Taking a damn nap before going to work for 12 hours, whoo-hoo "
1,"well time I started cooking, friends coming for tea &amp; they've requested my cottage pie "
-1,Tj maxx has no cute bathing suits!!!  tat so not cool!!!
1,"back in Germany, expenses expenses expenses..and of course checking my new friends from CIGNA "
1,is still waiting for my number 2 transfer onto my new sim card 
-1,@maxime68 Yes a FB page for LVEAN but there is no reczp on it too bad 
-1,The Wrestler - Springsteen ... kill me a lot  one of my fav's of him â¥
-1,Here itÂ´s sou sou borinq  . what can I do ? My Mum is at my brothers Kinderqarden .
-1,"@TechCrunch i am holding my breath for #N97 ,lets hope #nokia dont disappoint me "
-1,tomorrow is gonna be ggreeaat!! uhuu!.. but in the same time all school is gonna be cry!.. including me  i gonna miss everyone!
1,@jordanknight Training for the Peachtree which is in 2 week....I might pull my back as well 
-1,is not feeling well 
1,might get another dog soon! 
-1, On duty...
-1,Goood morning! Math exam soon 
1,@catawu Yes - I like that version too 
-1,"Ugh. I hate bad grades. 1st time I've ever failed a class and no As- B, B, D, W, I, I! Not like me at all "
1,"is dilusional, but disco katie is dancing "
-1,glad to be home.  rough day. 
1,"@samvarnham haha, its my second. its better this time  earlier her status was saying about replying and loves reading the letters "
1,Feel a li'l bit downer at the mo'...so i better hush up b4 it ruin the friday luv  TY for another luvin friday tweethearts! x
1,@ErenMckay I love you.   I just cleaned out a whole bunch of marketers.  Oh man.
1,Gonna watch 'Glee' and the 'You've Got Mail' with @_Michelle_E .  &lt;3
1,@LudaDrummond Thanks Luda. I will. I appreciate you sharing. 
1,"@Niesa0789 I'm with you, lady! "
1,@maikeru76  I want them to share EB's trending-limelight and besides It's fun!  #SpinAWin #Heredero #Agila #Philippines
-1,@RicoLover what is HH brunch. Did u have too many mimosas? I am dying on my bike today. Today started the AIDS Lifecycle 
-1,@ChristopherKohn  ha see I know I am right thia time!! :-D gonna miss you till Sunday  haha
-1,still up...writing some more..trying to do justice to my sex scene....you would think that part would be a no brainer   bleh !
-1,@sianhughes_ oh damn  imma go stalk greenly estates :} NOM
1,@itsmadison go 
1,@sagebravo *kisses* make sure u get good footage so i can watch baby. n tell @dkthepunisher i said good luck 
1,@desmondlee haha... I see... But hope to see u again soon.  i'm enlisting oct.
-1,@Jesse It's crazy how as cameras keep getting bigger cards seem smaller and smaller  I currently shoot an 8GB CF and the 5DmkII fills it!
1,@alexibear can I get the lead role??? pwetty please...LMAO JK! 
-1,"So cold in here, im sick. Where the hell is utaaaaaaaaa "
-1,having a conflict of interest in my own head... its not going very well 
1,My naval piercing itches to the dickens! Means its healing 
-1,bought BB Bold from net cuz the prices in Q8 R crazy ( ya3ny la3eb-ha 9a7) but it got held in customs &amp; they wnt a fee so i'm paying more 
1,bored! I wish people would answer me back 
-1,"$250 ticket at bearpaw, ah boo   oh well, new landing new start baby!  Bottles up"
-1,@Isabelleg20 eu sei /cry  haeiohohaosho
-1,I can't walk!!!! My leg doesn't feel right 
-1,I have never felt so sick in my life 
-1, This was supposed to be a GOOD weekend...
-1,@Jamr516 but I didn't! 
1,I already did rona 
1,just had an amazing French dinner for Jenn's birthday!! headed to the other room 
1,"lol....i like this  A bus station is where a bus stops. A train station is where a train stops. On my desk, I have a work station..#funny"
-1,"@_annee i know  um, shimmy shimmy go go or something haha :L they are so HARDCORE! "
1,Did I mention that it's a pirate kite? 
-1,@TravisInIndy  yeah I remember. but if I dont get my sleep I will not be able to stay up tonight.
1,Been a beautiful and productive day  Gonna hit the sack now. will leave you with the Quote of the day.......
-1,@Dshaver2 fineeeee 
1,@therealpico Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
1,"@pageoneresults Ah cool, that's useful, I'll use that link as an example! (Great marketing idea  ) Thanks again"
-1,"@MystaKool yeah, IE has been such a pain - "
-1,nothing special on my mind ...just cme to this new cyber cafe as i away frm home..n internet speed is soo slow  
1,just got back from Gadia's hahaha.. weee happy 18th love! 
1,@wilw My dog does this too. She is a champion counter surfer and kleptomaniac with a carbohydrate addiction 
1,@JeniPoynter_x  cool  did you meet your friends ? lol x
1,@mayhemstudios @unmarketing See you guys next Saturday 
-1,I don't seem to have any photos of me and my Grandma together for tomorrow. It is heart breaking 
-1,Stevey? Please don't let go of Boom Blox 
-1,"@ayende I know, I am working on a couple of posts. I always start and never finish.  Will be better next week."
-1,found out my friend leaves for Afganistan on 7th July.  Looking for IEDs is his job: http://en.wikipedia.org/wiki/IEDs
1,"@dannywood Yay! Can't wait to get a new tank! You are an awesome individual, do you know that? "
1,w00t. Done. Goodnight everyone. 
-1,I've lost my voice   I guess some people will be happy about that !
1,I love whataburger therefore I love texas! 
1,"@kevinista OK, so like a godless socialist. I get it. "
-1,my life is miserable right now  the only little plus thing is that we're gonna go shopping soon!! i swear i'll go CRAZY in forever 21 !
1,"@joshuakragt Thanks. Much rather be here than cold and wet sydney! Enjoy the pub, have one for me "
1,Marianne Keith and her tour manager Mel were so nice to meet tonight 
-1,morning! still cloudy today so once again no beach  boo! now getting ready to go out with mum and sis 
1,"@joaoa olÃ¡, explica o bing em 140 caract por favor "
1,@filmjunk Oh but it is real. I rented it this week. I'm waiting for a little free time to watch it. Care for a review when I finish? 
-1,board as wat is there to do ???? ive cleaned  my room .. read a little bit ..but still totally freaking board 
1,bro's family went in with us on a gift...we got her an industrial-strength shredder. not exactly your typical 75-year-old.  
1,@sambriones sammmmyy... advil lang.. it works wonders 
1,"Done with work. FOR NOW, that is... Let the games begin bright and early! Met some great alums today! "
1,i'm just so happy right at this exact moment 
1,She's happier cuz people like you  @Macarenarios
-1,@michalabanas hey michala!!.was watching McLeods Daughters yday..i missed Kate Manfredi.. 
1,last night aka taylors birthday was goood 
1,@charlii1 its creepy but hilariously funny! oi nat took it really well  xx
1,"@StDAY Awesome! And when you review, please be honest.  "
1,"@kiaradario yah, they are there. pretty funny though "
1,@treesandshrubs I'd have to lean toward &quot;lucky&quot; on that one 
1,@singlegirlie I thought I might be!!!  How's Jorge and Todd? (pls tell me Todd's not a hi-5er...)
-1,Did a reboot and I still can't get Adobe-AIR to uninstall. 
-1,"ok ladies...someone let me know a little about the whole cab and Rob thing,sucks have to be outside for another hour,so no computer "
-1,Work AGAIN! Where does the weekend go! 
-1,@mekahldownish lol what did you send 
1,@lorimcneeartist Thanks you so much for following me on Twitter; I hope you find it as exciting as I do! Looking forward to your tweets! 
1,oh lack of sleep isn't it a wonderful feeling  such a good morning!
1,@bagpak heard n word 
-1,"Another #squarespace giveaway, another missed opportunity for me "
1,@itslindseyshaw Hi Lindsey..How are you?  Greetings from Germany!
1,Dude i had fun up there  AND i got free stuff haha
-1,@baby__jane fox and the hound is so cute. i wanna watch 
-1,cried like a big baby while watching end of ER. v sad. what will i be like when it finishes for good?? BAHHHHH 
-1,@CarlosSaysRAWR @xbreathexgx apparently carlosim the kid 
-1,Capo is spasticated  spring is going. need new one 
1,"Or rather find me, then fine me "
-1,"@AshleyTaylor_x3 Ha, she's the one that needs to be good to me, she verbally and physically assaults me on a regular basis "
-1,"@JoshMiller Nah, I didn't go. I didn't know about it until last night and I had to work today. Couldn't get there in time! "
-1,"@LucasCruikshank I was just in NY, and when I got home I had a terrible fever, and ALSO I was a little flu-ish. don't get sick, Fred! "
1,Tara  says: *:L:L Dream come true.. In the same room as Adam Ficek :L:L
-1,I wish life had a fast forward button! 
-1,Sick. not going to school today.   j.i.l.
-1,"@_ophelia lol its too big for free yousendit, lol will have to split it "
-1,damn iit! I can't believe I left my book at work; Im almost done with it &amp; I wanted to finish it so I could get the last book this wknd  
-1,@WaylandSmalley Me neither. But it's no longer about what we want. It's about fairness. And fairness is whatever government says it is. 
1,"@passiveanger right. You're wrong, but thanks for playing "
-1,is bummed out  http://plurk.com/p/11j9b7
-1,@joliechose Thank you. I just wish I could walk right now 
-1,my wife @lvnkeith is gone for the weekend...wont be back until sunday night. sad face 
-1,"@hiimkevin whatevs, you're all emo with your  faces"
1,good  morning 
-1,"im sick  i have a sore throat, blocked nose and a throat full of phlegm. yum."
1,"It feels good to read a book again even when u've read that book about 10 times, its still good "
-1,how do u make it up to your kid when you break his fave toy? Esp when its the org 80s toy not a new copy? 
1,is ready for a great Sunday 
-1,babysitting again how the hell does it always happen 
1,@staceylovesDW lol ya like that one? 
1,@BearsOnPatrol 10 Twollars to get you started 
-1,"@steph_williams quite good so far, another day to go. and yes one more at the end of may, then none until end of august "
-1,My girlfriend is REALLY sick  and i think she is getting worse
-1,"@with love ang, o snap i forgot u  dyed it u never sent me a pic loser "
1,Is surprisingly busy this morning 
-1,At the airport. Sad this vacation is just about over 
-1,"Stuck in the hotel watching regular TV programming.  watching Wipeout, which is like Gladiators/Ninja Warrior performed in a waterpark."
-1,@Mem_bizzle Shame on you. Lol I had to restrain myself. Besides too many eye-witnesses. Plus he's awake now 
1,@Tina_Sparby &quot;I remember that age!&quot; Yeah I here that this age is when kids are the cutest. I'm sure I'll enjoy every part of his life tho 
-1,@blindcripple I've just gotten into the whole hoodie thing - &amp; the need to participate in corruption &amp; bribery followed  #momentofweakness
-1,@Zafieraa yeeaa  maybe on off? lets try haha
1,"have to make a trip upstairs at xenos now, new class "
1,@dannylohner Horray for productivity! 
-1,@DurrtyB  so what character do u like cuz aint none funnier den Sponge Beezy LMAO
1,Using all the brain cells I have left to figure out how to start an on-line charity  They are out of practice
-1,"at rjs, going home soon to a house with no one in it til tuesday "
1,"@piticu21 asa rau te-a suparat Bendeac, ti-ai picat blogul? &quot;the address http://www.piticu.ro/, which is currently unavailable.&quot; "
-1,is so very tired after x factor auditions i cannot go more than 40 hours without sleep 
-1,"Writing a blog about bing.com, but the site is really slow "
1,Never mind. Pearl jam will be on. Not green day. Still a good band. 
-1,8 years... been so long yet seems like yesterday 
-1,feels lonely this day 
1,So excited!! Tomorrow mis my Geography presentation!! I'm waiting impatiently!! I love speaking in public!!  &gt;_&lt;
-1,@JustinSxE Ugh. What a bitch  You can have Tacos tomorrow!
1,@MadamSalami Of course you can - start simple work up 
-1,@Arcania thats no fun 
-1,"@alittlevoice Did you enjoy all of THAT scene too, Hannah? Oh the lolz. Poor Wendla "
1,Tuto Uranium re-uploaded and ready to relaunch 
-1,first chickening out of the day.  i'm not going to attempt to muck about with linux on the magh. resorting to the windows side.  
1,"@faceofboe you need to play something from Mary Poppins at them, everyone knows that's how rooms get tidy "
-1,you didn't bring us any cookies 
1,"@CosmoHavanese this is a tough #pawpawty to dress for, eh? maybe you &amp; @MozartDane could slip on some converse &amp; call it a day. "
-1,contemplating housecleaning wishing 4 more #1 ladies dtec stories &amp; trying 2 accept may have 2 stay here 
1,I will be at my big buddy's Marcus Spears golf tournament on June 22. Great celeb line up. I am not one of them 
-1,Does anyone have the font &quot;Clarence&quot;? I had it but had to chuck it because it got corrupted. Original CD is long lost. 
1,Follow them two! @stellarBELLZ @MRdotBROWN 1 has a fake that has more followers lol and the other is my BEST friend 
1,Rt @Birgit_ @joenoia douche in my native language means &quot;shower&quot;  http://tinyurl.com/axwru
1,@KCtweets .....My bed is calling also.....And i am fixing to answer 
1,RanRunsIt I do.. I must of missed that one..LOL.. Just bump that and dance yourself into a good mood.. 
1,@BoyzLifeWestZon It's exciting 
-1,Sunday morning. Need to relax and let this day go slow. Back to work tomorrow  Why does that always happen?
-1,Going to check on cat. Might be getting sick again. caught him squatting on one of my grandma's funeral plants 
-1,Just dropped Elliot off. Won't see him again till August (probably). Sad sad sad sad sad. 
1,@swiffd ur tweets ammuse me  good job lol
-1,"awake at a horrible time of the morning again, not going to feel good later today... "
-1,ugh i do not feel good 
-1,"sorry, i missed the practice for the ssc.  i`m pretty busy kasi, eh. :|"
1,@vampirefreak101 theyre together its soooooooo obviouss!! she calls him sweettieee  although she was wearing oreganos shirt yesterday...
-1,"feels so fucking ill rn. want to go home  homehome, not just my house."
1,just finished watching series 1 of Mad Men on DVD. Seem to have run out of scotch and cigarettes whilst doing so 
1,Voted worst driver  huge!
-1,thinks its to got to even think about sleep 
-1,"@sporttrainer300 Fell over playing Touch Footy, Had op. on it and Dr said i tore 2 ligaments in my ankle "
1,@suzannehih Happy Birthday! 
1,@jpmann3 ugh! Give me a shout out  that'll make it better xoxo Lena
-1,"Mornig twitterland! uploading pics, need to go to school "
1,filipinos are having a country-wide party today...it's so awesome 
1,@eelectroshockk  thank you
-1,@stuartmcintyre I am sure it will appear early PST morning time  I will wait till to tomorrow
-1,whyyyyyyyyyyyyyyyyyyyyyyyy did i dream that 
1,@HilzFuld BTW I never heard of Forex before I met you and have now seen two massive billboards in the last week about it 
-1,@GillianDuffy  what are you gunna do?
-1,"Day 12 of cousin missing i miss her  looking forward to a weekend with my family, cant wait to see them"
-1,Now that the A/C works in the house people want to OD on this ish. I have a stomach ache now 
1,is sat at home and is thinking about last night  &lt;3
-1,Not sure about what vacation actually...  but i wanna be prepared. D: ~exam week :[
1,@dennisschaub No but he will be doing pics.  He has the best body   I can't wait!
1,@songbookbaby LOL.. Cool cool.. Sounds like you prefer the anonymous angle for the time being lol Don't be a punk! 
-1,"Having coffee at a balinese theme cafe in KL, I'm in denial.. Ppl here speaks chinese not indonesian "
1,with newsomee! 
1,I'm eating goldfish  The colorful kind. Can't wait till tommorow! Missing Brynne &amp; Katie and all my other Besties [Missing Jackie &amp; Mimi]
-1,@larrybirkhead Dannielynn is addorable and is growing up so fast 
-1,Dooin Hmwrk But Totally Cnt Be Arsed! 
1,"nights can go on forever and seem short at the same time. im not making sense. fjsienrksienrk i never twitter, thought i would tweet "
1,being productive and getting things ready for the weekend LAKE festivities!!! Can't wait for the Taysdens to be here  woot woot
-1,surgery effin hurts 
1,@lilsydmac good! You missed my crazy family and sharonda at the cookout yesterday! 
1,yay - i am no longer in the (haunted) flat alone - Dan's back! Wooooo!!  30 days til we MOVE to NEW HOUSE!!
1,my latest R/K fanvid  http://bit.ly/wJMqn  impatiently waiting for tmrw...
1,@Jay Rana you loved the conversation. Don't give me that lol. Wo ho back to work seven hours 
-1,"is still revising. When will this hell on earth end? Ok, wait. Not that bad but still! Other sixth formers will know exactly what I mean! "
-1,@marysidney78 yeah for this week next week it changes im still in training 3- midnight 
-1,@meabhaline top row at the front 
-1,"@websoup Why no closed-captioning?    Watching, hearing AND reading something funny can make it triple-funny... #websoup"
-1,@keishajay your invite 
-1,"@K4Ice4Thu thank you for calling me back sis! ;) Again, Im so sorry for did not ask you in the morning. "
1,@jonitchr  Thanks for the heads up about the article. I guess I'm slow because I just now came across it.  
1,"@pmatty Ya, easily. We got Italian herbs and Sauce + Mince Meat. Too easy. "
1,"Runway Magazine interview, super geeked. Wish the kid luck!  xoxo"
-1,Sad.. He's gone.. Won't be seing him for another 2 weeks... 
-1,@desertbriez Let me know how you like it.  It didn't get good reviews 
-1,Me being sick = sucky because i cannot sleep! 
-1,@glennishamorgan omg! I was reading your tweets and saw that about the 702 member. Wow...I didn't even know. I googled it. 
-1,going to work 
-1,not feeling well... 
1,@BrianNippon Yes he is.  Goodnight.
-1,aargh SE G900 is soo me  i want it !
-1,@Outofluck182 i know.   and prolly around 4ish today. What time are you gettin your hair did?
1,@Boy_Kill_Boy yup! Can DM it too if you want  why would he do that?
-1,How a request for shirtless pictures drove me to long division  http://cli.gs/3W4jL #society
1,Today I'll work all day at Phonera. Bringing home the big $$$!!! 
1,Hello becauseimtaylor and ttango!  - (via jhesset-hime) ohhai!  how are you? http://tumblr.com/xjv1ylayt
1,want some yoshinoya. 
1,School was great today  keepin my ambition and focus  sweet dreams tweet hearts. Xoxo
1,@Austin_Irl thanks 
1,says eat nah lahat ng lunch ukie.. dont skip..  http://plurk.com/p/t0rxk
1,"Salad: chicken, craisins, carrots, mushrooms, cheese, banana peppers, croÃ»tons, bacon bits, sunflower seeds, and I promise mixed greens! "
1,"I'm usually right all the time..... And when I'm wrong, I'm right for being wrong! "
1,Highly approves of her new drummer. 
-1,@thesoulution I can't believe he went from Best Actor Oscar winner to that hot ass mess.  I wanted to save the nerd.  
1,"@Cytherea_Squirt my screenname is ortonnextwwechamp...im me if u do, I'm watching some hardcore xxx! "
1,"@MysticMedusa Rudd should keep it it offline, hence my surprise! Virgo's being kloset kinksters? I'm Sun Virg, with Virg in 4 other bits! "
1,I'm so nauseous.  And its so beautiful today ahhhhh 
-1,"got to sleep in a bit more today, but has a headache  boo!"
-1,its sunday and i have work!  
1,"@BradSabbath well I have one. I don't have the ejaculating dick, tho I could make a phone call and have one here. (it's for science  )"
1,@hectordbyrd Should be worried about that evil bird in the house imho 
-1,@RedMummy Oops... my fault for opening my mouth.... obviously spoke too soon. 
-1,@plmusic22 well i was exploring cuz i never did it before 
1,@pjmaybe LMAO  Seriously.... 20 + years is 2/3's my lifetime!
-1,@SamGuevara  why ? will u stil have ur ipod ?
-1,Just had a GREAT GF meal at Gallaghers steakhouse in the New York New York in Las Vegas. Forgot to take a pic for the blog 
1,@steitiyeh -glad to have  been of assistance  Whatch them power in once that puppy is fixed! 
-1,@Annnnnaaaaa same :S we all do 
1,Happy Sunday everyone  Enjoy the last day of the weekend!
-1,gah. musical instruments. too many. buuuuurn them! i am tired of carrying them. 
1,@juicystar007 hey blair cs 88 shimmer or 78 with the blush-ur the tie breaker? i already ordered the neutral 2 copy ur prom look 
-1,Seriously i keep forgetting about twitter Back at school now been ill though  Blazers in hot weather STUPID
-1,Can I go home yet 
-1,"why have so many people got work today? other than to piss me off. no food, no money, and theres a strange english boy in my garden "
1,Torn btwn UP and Drag Me to Hell. Although I may just chuck all that and just go drinking at Red Brick Station... 
1,Updating the ONM 'Where Doest Thou Liveth?' thread. 
-1,@peterfacinelli I'm sorry you had such a crappy day! 
1,that voice in side your head saying... your just...just a dummyyyy   Hm
-1,@ptabe Dude dunno if u got me txt but I will most likely be heading home tonight missing out on mr db 
-1,gah... it wont let me make a myspace for my social studies campaign... 
1,"@Alinta And as an output, currently you can only export screenshots of a page or all pages. I'm working on something better. "
-1,had a pretty happy eofys but spented all her monies 
1,@san220478 We've definitely thought about it. Hopefully we'll pull something off soon. 
1,"@Merrygold_babee hehe  x ?eah, later on the? are&lt;3"
